A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" many of them do that my psych recommended i use depakote and wellbutrin to treat bipolar suicide ideation decreased since",20,66.46,50.00,15.86,96.76,20.00,35.00,80.00,45.00,20.00,15.00,10.00,0.00,0.00,0.00,5.00,5.00,0.00,15.00,5.00,0.00,5.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" when you almost take your morning pills before bed because the wellbutrin is fucking blue amp; blue  sleep not i'll make you fucking jittery",24,11.86,66.17,48.89,1.00,24.00,25.00,87.50,45.83,16.67,16.67,4.17,0.00,12.50,0.00,0.00,0.00,4.17,4.17,8.33,8.33,8.33,4.17,16.67,20.83,4.17,4.17,0.00,0.00,8.33,0.00,8.33,0.00,8.33,0.00,12.50,0.00,0.00,0.00,0.00,16.67,0.00,8.33,0.00,4.17,0.00,4.17,8.33,8.33,0.00,0.00,16.67,4.17,4.17,8.33,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0.00,12.50,4.17,12.50,0.00,0.00,12.50,0.00,0.00,4.17,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00
" also i am fucking exhausted without the wellbutrin",8,11.86,1.00,74.76,1.00,8.00,50.00,87.50,62.50,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50,0.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,25.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" smokenders is five or six times more successful than nicotine replacement therapies or zyban used alone",16,72.69,3.05,95.60,25.77,16.00,31.25,87.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,12.50,0.00,12.50,25.00,12.50,0.00,12.50,6.25,12.50,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,25.00,0.00,6.25,0.00,12.50,0.00,18.75,0.00,0.00,0.00,0.00,12.50,0.00,6.25,0.00,6.25,6.25,0.00,6.25,0.00,6.25,0.00,6.25,6.25,0.00,12.50,6.25,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" but i guess i'm just totally addicted to my wellbutrin or something damn my not wanting to be a suicidal puddle of uselessness",23,16.15,1.00,80.16,1.00,23.00,30.43,91.30,65.22,21.74,17.39,17.39,0.00,0.00,0.00,0.00,4.35,4.35,13.04,8.70,8.70,8.70,4.35,17.39,0.00,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,30.43,0.00,0.00,4.35,13.04,4.35,13.04,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00
" nutrition diet bupropion (marketed as wellbutrin) is the only antidepressant that tends to be linked to long  ",17,85.92,50.00,28.81,25.77,17.00,29.41,88.24,47.06,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,17.65,11.76,5.88,5.88,0.00,17.65,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,0.00,17.65,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,0.00,11.76,0.00,11.76,0.00,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00
" needdiet wellbutrin weight loss forum best diet meal plans to lose weight  unlike theu  for more click u",18,98.87,50.00,1.00,1.00,18.00,11.11,77.78,22.22,5.56,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,5.56,11.11,11.11,0.00,0.00,5.56,16.67,5.56,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,16.67,0.00,5.56,11.11,22.22,0.00,5.56,0.00,22.22,22.22,0.00,22.22,5.56,5.56,11.11,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" needdiet wellbutrin weight loss forum best diet meal plans to lose weight  unlike theu ",14,99.00,23.75,1.06,1.00,14.00,14.29,71.43,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,7.14,7.14,7.14,0.00,0.00,0.00,21.43,7.14,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,14.29,0.00,0.00,14.29,28.57,0.00,7.14,0.00,28.57,28.57,0.00,28.57,7.14,7.14,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" this wellbutrin is making me so fucking nauseas and uncomfortable and i have no appetite but i need food to live",21,1.30,1.00,13.15,1.00,21.00,23.81,95.24,57.14,19.05,14.29,14.29,0.00,0.00,0.00,0.00,4.76,0.00,4.76,9.52,4.76,19.05,4.76,23.81,4.76,0.00,0.00,0.00,0.00,9.52,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,4.76,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,23.81,0.00,9.52,4.76,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" study no suicide risk for antismoking pills chantix zyban psychology mentalhealth healthyliving  ",12,93.26,20.24,1.00,1.00,12.00,50.00,58.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" study no suicide risk for antismoking pills chantix zyban  i have never seen suicidality with these drugs",17,42.68,3.89,6.20,1.00,17.00,23.53,82.35,41.18,11.76,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,11.76,5.88,5.88,0.00,11.76,11.76,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,5.88,0.00,0.00,11.76,0.00,11.76,0.00,5.88,5.88,0.00,0.00,0.00,0.00,5.88,5.88,5.88,0.00,5.88,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" study no suicide risk for antismoking pills chantix zyban among participants without psychiatric problems ",14,97.73,7.67,1.06,1.00,14.00,50.00,71.43,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,14.29,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,7.14,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" something new study no suicide risk for antismoking pills chantix zyban among participants without psychia ",15,93.26,9.13,43.37,1.00,15.00,46.67,73.33,33.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,20.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,13.33,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" champix istedim ama zyban verdiler sende durumlar nasu0l? hangisini kullanu0yorsun? kau00eu0ncu0 gu00fcndesin ou0fuz?",13,93.26,50.00,1.00,99.00,4.33,61.54,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00,0.00,0.00,0.00,23.08,0.00,0.00,0.00,0.00,0.00,0.00
" oh wellbutrin how i apparently can't live without thee  via ",10,1.92,1.00,99.00,25.77,10.00,30.00,90.00,70.00,20.00,20.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,10.00,20.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,40.00,0.00,10.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00
" i think my fucked up sleep schedule and detoxing off wellbutrin is whats doing it",15,8.69,2.31,99.00,1.00,15.00,20.00,93.33,60.00,26.67,13.33,13.33,0.00,0.00,0.00,0.00,13.33,0.00,13.33,20.00,0.00,6.67,0.00,33.33,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,6.67,6.67,6.67,0.00,6.67,0.00,0.00,6.67,0.00,0.00,6.67,20.00,0.00,20.00,0.00,13.33,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" weightlossfast wellbutrin weight loss reviews best diet meal plans free us  unlikeu  for more click u",16,85.32,96.95,1.00,99.00,16.00,25.00,81.25,18.75,12.50,12.50,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,18.75,12.50,0.00,0.00,6.25,18.75,12.50,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,6.25,6.25,18.75,0.00,6.25,0.00,18.75,25.00,6.25,18.75,6.25,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" weightlossfast wellbutrin weight loss reviews best diet meal plans free us  unlikeu ",12,81.63,95.20,1.00,99.00,12.00,33.33,75.00,8.33,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,0.00,0.00,0.00,25.00,16.67,8.33,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,25.00,0.00,8.33,0.00,25.00,33.33,8.33,25.00,8.33,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" live fast die young sad girls do it wellbutrin",9,46.37,86.68,58.07,1.00,9.00,11.11,88.89,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,11.11,0.00,0.00,0.00,33.33,22.22,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,11.11,11.11,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,22.22,11.11,0.00,22.22,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" how stimulating is wellbutrin? if i take the first dose of my new diet prescription containing it will i be able to sleep tonight?",24,27.87,4.80,91.31,25.77,12.00,20.83,95.83,50.00,16.67,12.50,12.50,0.00,0.00,0.00,0.00,4.17,4.17,8.33,12.50,4.17,8.33,0.00,16.67,4.17,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,8.33,4.17,4.17,0.00,4.17,4.17,0.00,0.00,0.00,16.67,4.17,12.50,0.00,4.17,12.50,0.00,8.33,0.00,4.17,0.00,0.00,12.50,8.33,16.67,0.00,4.17,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00
" best diet plan for beginners wellbutrin and zoloft weight loss us  unlike the majority ofu  for more click u",19,96.93,85.38,1.00,25.77,19.00,15.79,84.21,36.84,10.53,10.53,0.00,5.26,5.26,0.00,0.00,0.00,5.26,15.79,0.00,0.00,5.26,0.00,0.00,10.53,10.53,0.00,0.00,10.53,10.53,5.26,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,10.53,0.00,5.26,5.26,15.79,0.00,10.53,0.00,10.53,21.05,5.26,15.79,5.26,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" best diet plan for beginners wellbutrin and zoloft weight loss us  unlike the majority ofu ",15,97.53,74.76,1.00,25.77,15.00,20.00,80.00,33.33,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,0.00,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,6.67,13.33,6.67,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,20.00,0.00,13.33,0.00,13.33,26.67,6.67,20.00,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"  mgs of wellbutrin what the fuck is sleepa sleep routine anymore?",11,80.14,18.16,2.40,1.00,11.00,27.27,63.64,45.45,18.18,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,9.09,9.09,0.00,0.00,0.00,18.18,0.00,0.00,9.09,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00
" cn medsnni'm also planning on changing my antidepressants thought abt wellbutrin but then i'm like",15,34.14,2.31,99.00,25.77,15.00,40.00,80.00,53.33,13.33,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,20.00,6.67,6.67,20.00,0.00,13.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,6.67,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,20.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00
" agree with dr reynolds's answer to i just started taking  mg wellbutrin will it impact my motor skills and driv  ",20,52.71,15.86,43.37,96.76,20.00,15.00,70.00,40.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,5.00,0.00,10.00,5.00,5.00,5.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,15.00,0.00,5.00,5.00,5.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
" don't forget your wellbutrin you're blushing without it but boredom never goes away; serenity is ever out of reach",19,6.56,29.92,99.00,1.00,19.00,26.32,78.95,63.16,15.79,10.53,0.00,0.00,10.53,0.00,0.00,5.26,0.00,21.05,15.79,10.53,5.26,15.79,26.32,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,21.05,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,0.00,26.32,5.26,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00
" best diet meal plans free wellbutrin weight loss reviews us  unlike most diet books gymu  for more click u",19,93.26,85.38,1.00,97.58,19.00,10.53,94.74,21.05,10.53,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,21.05,15.79,0.00,0.00,10.53,15.79,10.53,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,5.26,0.00,5.26,10.53,0.00,5.26,5.26,21.05,0.00,10.53,0.00,21.05,21.05,5.26,15.79,5.26,5.26,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,10.53,0.00,5.26,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" best diet meal plans free wellbutrin weight loss reviews us  unlike most diet books gymu ",15,93.26,74.76,1.00,99.00,15.00,13.33,93.33,13.33,6.67,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,20.00,13.33,0.00,0.00,6.67,20.00,13.33,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,6.67,0.00,6.67,6.67,0.00,0.00,6.67,26.67,0.00,13.33,0.00,26.67,26.67,6.67,20.00,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,13.33,13.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" deadponies blog   words wenddead prozac wellbutrin psychiatrist amazon wishlist lottery",10,93.26,50.00,1.00,25.77,10.00,60.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" every time my kids make it from pm without me killing them credit must be paid to the pharmaceutical wonder that is wellbutrin",23,47.75,19.23,27.39,25.77,23.00,17.39,91.30,52.17,21.74,13.04,8.70,0.00,0.00,0.00,4.35,8.70,4.35,13.04,13.04,0.00,0.00,4.35,26.09,0.00,0.00,0.00,0.00,4.35,8.70,4.35,4.35,0.00,4.35,0.00,8.70,0.00,0.00,0.00,0.00,21.74,4.35,4.35,4.35,4.35,8.70,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,17.39,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,8.70,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" contrave and sleepiness  well  since there is no fantastic diet pill  i am still using contrave at the st ",19,35.06,14.62,50.35,99.00,19.00,21.05,78.95,57.89,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,5.26,10.53,10.53,15.79,5.26,5.26,15.79,5.26,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,15.79,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" nothing like surgery not for everyone can certainly be a big help saxenda contrave qsymia belviq xenical diet weightloss obesity",20,78.30,30.86,3.37,96.76,20.00,45.00,70.00,40.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.00,10.00,0.00,0.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,15.00,5.00,0.00,0.00,0.00,0.00,15.00,0.00,15.00,0.00,10.00,10.00,5.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" needdiet wellbutrin and zoloft weight loss best diet plan for beginners  quick weightu  for more click u",17,93.26,72.17,1.00,25.77,17.00,23.53,76.47,23.53,5.88,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,11.76,0.00,0.00,5.88,0.00,0.00,11.76,11.76,0.00,0.00,5.88,11.76,5.88,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,5.88,5.88,17.65,0.00,11.76,0.00,11.76,17.65,0.00,17.65,5.88,5.88,5.88,0.00,0.00,5.88,5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
