Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
" i always tell people it varies greatly like for my girlfriend wellbutrin worked just fine for her me? it fucked me all the way up and i will never take it again",32,23.10,17.42,88.24,25.77,16.00,9.38,93.75,59.38,28.12,18.75,15.62,0.00,0.00,3.12,0.00,9.38,3.12,12.50,3.12,9.38,3.12,3.12,18.75,3.12,3.12,0.00,0.00,3.12,6.25,3.12,3.12,0.00,3.12,0.00,12.50,0.00,3.12,3.12,0.00,12.50,0.00,0.00,0.00,3.12,9.38,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,3.12,0.00,12.50,3.12,3.12,3.12,3.12,0.00,6.25,6.25,3.12,15.62,0.00,6.25,9.38,3.12,0.00,0.00,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00
" thank you for all you do god bless all law enforcement women and men much love and be safe stated i had a bag full of medicines i never took delivered sleeping pills abilify cymbalta metformin wellbutrin and who knows what else doctors are worded robots listen drs gq",49,40.01,84.63,13.15,99.00,49.00,18.37,79.59,34.69,12.24,8.16,4.08,0.00,4.08,0.00,0.00,4.08,2.04,4.08,8.16,2.04,6.12,2.04,18.37,6.12,0.00,4.08,0.00,6.12,8.16,8.16,0.00,0.00,0.00,0.00,14.29,0.00,0.00,2.04,2.04,10.20,2.04,0.00,0.00,0.00,6.12,2.04,2.04,0.00,2.04,0.00,12.24,2.04,8.16,0.00,2.04,14.29,2.04,0.00,8.16,2.04,2.04,4.08,12.24,0.00,6.12,2.04,2.04,2.04,4.08,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i took wellbutrin for  months and it made me so angry all the time i know of a few people it worked for but it didn't for me my best friend's mother tried to commit suicide on wellbutrin she warned me when i started it which is why i quit after no change in mood",55,32.58,5.10,97.43,5.95,55.00,9.09,94.55,58.18,25.45,16.36,14.55,0.00,0.00,1.82,0.00,9.09,3.64,14.55,3.64,5.45,7.27,3.64,16.36,7.27,3.64,5.45,0.00,3.64,7.27,1.82,3.64,0.00,1.82,0.00,5.45,1.82,0.00,3.64,0.00,14.55,1.82,5.45,0.00,0.00,3.64,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.91,0.00,7.27,1.82,3.64,1.82,10.91,5.45,0.00,14.55,1.82,3.64,9.09,1.82,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00,0.00
" fanny pack i never leave home or fuck without it",10,1.92,1.00,99.00,1.00,10.00,10.00,80.00,50.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,10.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,10.00,10.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" tried wellbutrin on a friendus advice and it fucked me up in all the wrong ways (reduced sleep  dry mouth  hello surprise sick) nnglad itus helping you though",28,89.26,76.25,30.01,1.00,28.00,17.86,78.57,35.71,10.71,7.14,3.57,0.00,3.57,0.00,0.00,3.57,7.14,10.71,0.00,3.57,7.14,0.00,7.14,10.71,0.00,0.00,0.00,3.57,17.86,7.14,10.71,0.00,3.57,0.00,14.29,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,3.57,3.57,3.57,0.00,0.00,3.57,14.29,7.14,3.57,3.57,0.00,14.29,3.57,3.57,3.57,0.00,3.57,7.14,0.00,0.00,10.71,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00
" mostly without the wellbutrin i tend to be less focused on what's going on and some depression the lexapro does similar though it helps with the mood swings working on changing that around as they upped the dosage and i'm still having more mood swings than normal",47,66.74,19.75,92.84,25.77,47.00,17.02,91.49,57.45,12.77,6.38,4.26,0.00,0.00,0.00,2.13,6.38,8.51,19.15,10.64,8.51,8.51,2.13,23.40,12.77,10.64,2.13,0.00,6.38,8.51,2.13,2.13,0.00,0.00,2.13,4.26,0.00,0.00,0.00,0.00,12.77,0.00,2.13,0.00,4.26,0.00,6.38,0.00,0.00,0.00,0.00,2.13,0.00,2.13,0.00,0.00,4.26,2.13,2.13,0.00,0.00,0.00,0.00,17.02,2.13,19.15,8.51,8.51,2.13,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00
" antidepressant roulette is a fucking bitch i'm diagnosed bipolar ii ptsd and gad wellbutrin extended release has helped slow my head down more than any other ssri or maoi without making me groggy still depressive but it's far more manageable than without",42,48.63,1.00,99.00,1.00,42.00,28.57,76.19,40.48,11.90,7.14,7.14,0.00,0.00,0.00,0.00,4.76,2.38,11.90,9.52,2.38,7.14,4.76,14.29,16.67,9.52,0.00,0.00,7.14,7.14,0.00,7.14,0.00,4.76,2.38,0.00,0.00,0.00,0.00,0.00,23.81,2.38,2.38,0.00,4.76,0.00,16.67,0.00,0.00,0.00,0.00,11.90,2.38,7.14,2.38,0.00,4.76,0.00,0.00,4.76,0.00,0.00,2.38,9.52,0.00,9.52,2.38,4.76,4.76,2.38,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00
" ium maranda and iuve struggled with depression and anxiety since i was  i take mg of wellbutrin and mg of lexapro daily my last suicide attempt was almost  years ago i know ium doing better but i still have days where i wish i never woke up afterwards endthestigma ",49,24.49,3.34,99.00,1.00,49.00,20.41,79.59,48.98,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,10.20,8.16,8.16,8.16,2.04,16.33,4.08,2.04,2.04,0.00,0.00,8.16,2.04,6.12,4.08,0.00,2.04,0.00,0.00,0.00,0.00,0.00,12.24,2.04,2.04,2.04,2.04,2.04,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.16,0.00,2.04,4.08,4.08,0.00,8.16,6.12,2.04,22.45,0.00,4.08,18.37,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" my names ameri and i am currently diagnosed with depression and anxiety i take mg of wellbutrin when i wake up and mg of seroquel before i sleep nndespite some days being really fucking tough i want to better myself more than i ever have before nendthestigma ",47,49.07,1.73,99.00,1.00,47.00,19.15,85.11,53.19,17.02,17.02,17.02,0.00,0.00,0.00,0.00,0.00,0.00,17.02,6.38,6.38,8.51,0.00,10.64,14.89,10.64,2.13,0.00,4.26,10.64,2.13,6.38,2.13,2.13,2.13,2.13,0.00,0.00,0.00,0.00,12.77,2.13,0.00,2.13,2.13,2.13,4.26,0.00,0.00,0.00,0.00,8.51,4.26,2.13,2.13,0.00,6.38,0.00,2.13,2.13,4.26,0.00,0.00,10.64,0.00,14.89,0.00,2.13,12.77,0.00,0.00,0.00,0.00,0.00,0.00,2.13,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" the cost of living gets higher every fucking day i take adderall wellbutrin and prozac as if it could change anything but bpd doesn't respond well to meds and i alienate every therapist i meet",35,29.30,7.67,26.00,25.77,35.00,20.00,85.71,45.71,14.29,8.57,8.57,0.00,0.00,0.00,0.00,5.71,2.86,8.57,5.71,2.86,14.29,2.86,17.14,8.57,5.71,0.00,0.00,5.71,5.71,2.86,2.86,0.00,2.86,0.00,5.71,0.00,0.00,0.00,0.00,20.00,0.00,2.86,5.71,5.71,5.71,5.71,0.00,0.00,0.00,0.00,11.43,0.00,8.57,2.86,0.00,11.43,2.86,0.00,2.86,5.71,0.00,0.00,11.43,0.00,8.57,2.86,2.86,2.86,0.00,0.00,0.00,2.86,0.00,0.00,5.71,2.86,0.00,0.00,2.86,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00
" this is so important iuve walked this road i knew the hotline i never called it took friends and family pushing me to go to my doctor wellbutrin saved me the grief that comes with ppd is only outmatched by helplessness and guilt suicideawareness ",44,32.58,24.76,85.21,1.00,44.00,18.18,86.36,50.00,20.45,11.36,11.36,0.00,0.00,0.00,0.00,9.09,4.55,9.09,4.55,6.82,6.82,2.27,20.45,0.00,0.00,0.00,0.00,0.00,9.09,2.27,6.82,2.27,0.00,4.55,6.82,2.27,2.27,0.00,0.00,4.55,2.27,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,2.27,0.00,2.27,0.00,0.00,13.64,4.55,0.00,6.82,2.27,0.00,9.09,9.09,0.00,13.64,9.09,2.27,2.27,2.27,2.27,2.27,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" surely they'd welcome him if he were taking ambien xanax prozac wellbutrin addrerall amp; such rx drug friends  each of these drugs with psychotic suicide side effects black box warnings listed on labels and in the pdr so twisted marchforourlives fixit why invite it?",44,57.84,81.84,2.40,68.66,44.00,22.73,75.00,36.36,11.36,6.82,0.00,0.00,0.00,4.55,2.27,4.55,2.27,9.09,4.55,6.82,6.82,0.00,9.09,0.00,0.00,2.27,0.00,2.27,6.82,4.55,2.27,0.00,0.00,0.00,11.36,0.00,2.27,0.00,4.55,9.09,2.27,4.55,2.27,2.27,2.27,2.27,2.27,2.27,0.00,0.00,11.36,0.00,11.36,0.00,0.00,9.09,4.55,0.00,0.00,2.27,2.27,2.27,0.00,0.00,11.36,2.27,6.82,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,6.82,0.00,0.00,0.00,2.27,2.27,0.00,0.00,0.00,2.27,0.00,0.00
" yeah i told my wife i passed on my ant killing technique and she informed me that she gets rid of the dead bodies and treats the area and now sheus mad at me after  years of leaving dead ants all over the house",44,80.14,41.03,96.40,1.00,44.00,9.09,86.36,50.00,20.45,18.18,13.64,0.00,0.00,4.55,0.00,2.27,6.82,13.64,0.00,2.27,6.82,0.00,11.36,2.27,2.27,0.00,0.00,2.27,4.55,0.00,4.55,0.00,4.55,0.00,11.36,2.27,0.00,6.82,0.00,4.55,2.27,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,2.27,2.27,0.00,0.00,0.00,6.82,2.27,0.00,2.27,2.27,0.00,6.82,4.55,0.00,20.45,4.55,9.09,6.82,0.00,0.00,2.27,0.00,0.00,6.82,2.27,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i can't remember all the meds i tried before my doc finally hit on the wellbutrinseroquel combo that changed my life for the better i was on wellbutrin for  years and he threw in the seroquel to help with sleeping about  years after i started wellbutrin my doc  godsendu",49,93.26,7.67,99.00,64.46,49.00,20.41,81.63,55.10,18.37,16.33,14.29,0.00,0.00,2.04,0.00,2.04,8.16,20.41,2.04,4.08,2.04,2.04,16.33,8.16,6.12,0.00,0.00,2.04,2.04,2.04,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,2.04,8.16,2.04,2.04,0.00,0.00,2.04,2.04,0.00,0.00,0.00,0.00,4.08,2.04,2.04,0.00,0.00,6.12,2.04,4.08,2.04,2.04,0.00,12.24,2.04,0.00,22.45,4.08,6.12,12.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00
" not having my wellbutrin may uhhhh actually kill me this weekend cvs why did you have to choose now to take fucking forever to fill a script",27,26.77,6.93,98.01,1.00,27.00,18.52,88.89,59.26,14.81,11.11,7.41,0.00,3.70,0.00,0.00,3.70,3.70,11.11,14.81,11.11,0.00,3.70,18.52,3.70,0.00,3.70,0.00,0.00,7.41,0.00,7.41,0.00,7.41,0.00,3.70,0.00,0.00,0.00,0.00,22.22,3.70,3.70,0.00,3.70,3.70,7.41,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,3.70,11.11,3.70,14.81,0.00,3.70,11.11,3.70,3.70,0.00,0.00,0.00,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" wellbutrin i feel great no i dont fuck fuck can i die fuckkk fuckfukc need to run need to dance fuck i feel nothing have i ever felt anything? nnmy mom are you okay? you look deadnnme cant tell actually yeah im great nnmy mom youure literally crying",48,11.86,7.25,74.76,4.56,16.00,14.58,83.33,41.67,18.75,16.67,12.50,0.00,4.17,0.00,0.00,2.08,0.00,4.17,10.42,4.17,0.00,8.33,35.42,4.17,0.00,0.00,0.00,0.00,14.58,6.25,8.33,0.00,6.25,2.08,12.50,4.17,0.00,4.17,0.00,20.83,6.25,0.00,4.17,2.08,4.17,4.17,8.33,2.08,0.00,6.25,6.25,0.00,0.00,6.25,0.00,6.25,2.08,0.00,0.00,4.17,0.00,2.08,35.42,0.00,6.25,4.17,0.00,2.08,0.00,2.08,0.00,0.00,0.00,2.08,10.42,6.25,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00
" youure not alone i had a set in stone deadline two days after the election so i had to finish escaping the initial social media pain i also went on wellbutrin this january my adviceutreat yourself as you would a dear friend youure worth it ",45,58.95,58.78,90.56,3.92,45.00,17.78,82.22,51.11,17.78,13.33,8.89,0.00,4.44,0.00,0.00,4.44,8.89,11.11,6.67,4.44,6.67,2.22,11.11,6.67,4.44,0.00,2.22,0.00,6.67,2.22,4.44,0.00,0.00,2.22,11.11,0.00,4.44,0.00,0.00,4.44,0.00,0.00,2.22,0.00,0.00,2.22,2.22,0.00,0.00,2.22,2.22,0.00,2.22,0.00,0.00,8.89,6.67,0.00,0.00,0.00,2.22,6.67,0.00,0.00,20.00,4.44,4.44,11.11,2.22,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" zyban works   writing a farewell letter to the love of your life that you have kissed 000's of times but that is killing youn drink water (lots of it) she'll end up reenjoying the flow of time and life",40,87.27,95.99,7.84,72.57,40.00,10.00,87.50,47.50,15.00,7.50,0.00,0.00,5.00,2.50,0.00,7.50,7.50,15.00,7.50,0.00,5.00,0.00,12.50,0.00,0.00,0.00,2.50,2.50,7.50,5.00,2.50,0.00,2.50,0.00,15.00,0.00,0.00,2.50,0.00,5.00,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,12.50,0.00,5.00,0.00,5.00,10.00,5.00,2.50,2.50,0.00,0.00,0.00,10.00,2.50,12.50,2.50,2.50,7.50,5.00,2.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00
" just saw this tv adnnuchelp control hunger and cravings with contrave for the overweight and obeseudnna womanus voice unucone ingredient in contrave may increase suicidal thoughts or actions in some children teens and young adultsumood changes like depression and mania seizures",41,87.45,50.00,40.20,3.09,41.00,46.34,73.17,34.15,2.44,0.00,0.00,0.00,0.00,0.00,0.00,2.44,2.44,12.20,2.44,2.44,12.20,0.00,4.88,4.88,2.44,0.00,0.00,2.44,2.44,0.00,2.44,0.00,0.00,2.44,2.44,0.00,0.00,0.00,0.00,14.63,2.44,4.88,0.00,7.32,0.00,2.44,4.88,2.44,2.44,0.00,7.32,0.00,4.88,0.00,4.88,4.88,0.00,0.00,4.88,0.00,0.00,2.44,0.00,2.44,14.63,7.32,4.88,2.44,0.00,2.44,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i had that before itus not too shabby ium so glad youure off wellbutrin andddd i definitely canut sleep without pot it bothers me when docs save give it up but you wanna give me a sleeping med that iull legit become dependent on? thatus a no from me fam pot is safer",53,25.45,12.88,72.17,99.00,26.50,11.32,75.47,54.72,18.87,11.32,9.43,0.00,1.89,0.00,0.00,7.55,3.77,11.32,7.55,7.55,5.66,5.66,13.21,9.43,3.77,1.89,0.00,0.00,11.32,9.43,1.89,0.00,1.89,0.00,7.55,1.89,0.00,0.00,0.00,11.32,1.89,0.00,1.89,0.00,1.89,5.66,0.00,0.00,0.00,0.00,3.77,3.77,0.00,0.00,0.00,7.55,1.89,0.00,3.77,0.00,1.89,1.89,9.43,1.89,9.43,0.00,5.66,3.77,0.00,0.00,0.00,0.00,0.00,0.00,3.77,0.00,1.89,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00
" oh fuck ssris but i have to say a combo of wellbutrin and a healthy dose of plant medicine here and there has changed my lifenni'm a fan of microdosing too",31,78.98,16.66,8.87,25.77,31.00,19.35,77.42,54.84,6.45,6.45,6.45,0.00,0.00,0.00,0.00,0.00,9.68,12.90,6.45,9.68,9.68,0.00,16.13,3.23,0.00,0.00,0.00,0.00,6.45,3.23,3.23,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,6.45,0.00,3.23,0.00,0.00,0.00,3.23,3.23,0.00,3.23,0.00,9.68,0.00,6.45,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,12.90,0.00,3.23,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,3.23,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00
" wellbutrin was the only antidepressant that actually worked for me it even helped me lose weight but one missed dose can really fuck you up mentally so please always make sure to take it once youure started but seriously iud be dead without it forever grateful",46,20.26,6.42,80.16,4.13,46.00,19.57,91.30,50.00,15.22,6.52,4.35,0.00,2.17,0.00,0.00,8.70,2.17,8.70,6.52,13.04,6.52,2.17,21.74,0.00,0.00,0.00,4.35,0.00,15.22,6.52,8.70,0.00,2.17,4.35,2.17,0.00,0.00,0.00,0.00,19.57,0.00,2.17,0.00,0.00,6.52,10.87,2.17,0.00,0.00,2.17,8.70,0.00,4.35,2.17,2.17,8.70,0.00,4.35,2.17,2.17,2.17,10.87,13.04,0.00,10.87,0.00,2.17,8.70,2.17,0.00,0.00,0.00,0.00,2.17,2.17,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" and ditch it using your power of the mind only please one of my former friends took zyban to quit smoking she isn't alive anymore  she died age ",28,48.63,76.25,4.35,87.20,28.00,10.71,89.29,46.43,21.43,14.29,3.57,0.00,3.57,7.14,0.00,7.14,3.57,10.71,3.57,3.57,3.57,3.57,17.86,7.14,3.57,0.00,3.57,0.00,3.57,3.57,0.00,0.00,0.00,0.00,14.29,0.00,3.57,7.14,0.00,7.14,0.00,3.57,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,7.14,0.00,3.57,0.00,3.57,17.86,3.57,3.57,7.14,3.57,0.00,10.71,3.57,0.00,10.71,0.00,0.00,10.71,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00
" wellbutrin and abilify are both shit abilify made me fall asleep fucking everywhere and i never had the energy to do anything",22,7.71,1.20,85.21,1.00,22.00,27.27,86.36,54.55,13.64,9.09,9.09,0.00,0.00,0.00,0.00,4.55,4.55,4.55,13.64,9.09,9.09,4.55,18.18,9.09,0.00,0.00,0.00,4.55,13.64,4.55,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,4.55,0.00,4.55,9.09,0.00,0.00,0.00,0.00,0.00,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" i love wellbutrin but it shouldnut be taken alone without a mood stabilizer imo since itus a dopamine booster taking it alone just enabled my mania but pairing wellbutrin with lamictal was life changing",34,67.21,7.08,47.25,1.76,34.00,32.35,67.65,41.18,11.76,5.88,5.88,0.00,0.00,0.00,0.00,5.88,5.88,8.82,5.88,2.94,5.88,2.94,11.76,5.88,0.00,0.00,0.00,0.00,11.76,2.94,5.88,0.00,0.00,5.88,2.94,0.00,0.00,0.00,0.00,17.65,0.00,8.82,0.00,0.00,0.00,8.82,0.00,0.00,0.00,0.00,5.88,0.00,2.94,0.00,0.00,11.76,2.94,2.94,0.00,5.88,0.00,5.88,2.94,0.00,5.88,2.94,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" first this week i was told there is a shortage of wellbutrin bupropion then came the news about the impending potato shortage (my poutine) now my romainelettuce caesar salad is going to kill me??? fuuckkkk yooouuuddudedudduded goodbyecruelworld canadianproblems ",38,64.39,21.49,81.22,2.51,19.00,28.95,68.42,44.74,13.16,10.53,10.53,0.00,0.00,0.00,0.00,2.63,7.89,7.89,7.89,7.89,2.63,0.00,15.79,0.00,0.00,0.00,2.63,0.00,2.63,0.00,2.63,0.00,2.63,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,5.26,2.63,0.00,2.63,0.00,0.00,0.00,7.89,7.89,7.89,15.79,5.26,0.00,10.53,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,13.16,0.00,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,5.26,0.00
" gross this band just said fuck meds let's just talk about our issues  trust and believe bitch without my wellbutrin i'd be dead",23,5.40,80.77,27.39,1.00,23.00,13.04,86.96,47.83,21.74,17.39,8.70,8.70,0.00,0.00,0.00,4.35,0.00,8.70,8.70,13.04,4.35,4.35,26.09,4.35,0.00,0.00,0.00,0.00,17.39,4.35,13.04,0.00,8.70,0.00,26.09,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,4.35,4.35,0.00,4.35,0.00,4.35,0.00,0.00,4.35,0.00,13.04,8.70,0.00,0.00,0.00,4.35,4.35,26.09,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,8.70,8.70,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00
" well this shit better not end up down here or you all are gonna have to scrape me off some pavement i've never been able to replace wellbutrin without extremely disastrous issues occurring ",33,25.19,1.75,99.00,80.64,33.00,21.21,84.85,57.58,12.12,9.09,6.06,0.00,3.03,0.00,0.00,3.03,0.00,18.18,12.12,12.12,3.03,9.09,15.15,3.03,3.03,0.00,0.00,6.06,9.09,6.06,3.03,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,21.21,0.00,0.00,0.00,6.06,9.09,9.09,0.00,0.00,0.00,0.00,6.06,3.03,3.03,0.00,0.00,12.12,0.00,6.06,6.06,3.03,0.00,3.03,9.09,3.03,21.21,6.06,9.09,6.06,0.00,0.00,0.00,0.00,0.00,0.00,9.09,3.03,3.03,0.00,3.03,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00
" becoming a big fan of wellbutrin (low side effects) the biggest improvement i found was an alprazolam that made me sleep at night regular sleep helps suicide really does destroy the lives of loved ones itus not doing them a favor",41,87.45,31.29,96.26,96.29,41.00,21.95,87.80,43.90,9.76,7.32,4.88,0.00,0.00,0.00,2.44,2.44,12.20,7.32,9.76,2.44,0.00,2.44,19.51,7.32,2.44,0.00,0.00,0.00,14.63,9.76,4.88,0.00,2.44,2.44,7.32,0.00,0.00,0.00,0.00,14.63,7.32,4.88,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,9.76,4.88,2.44,0.00,0.00,17.07,4.88,2.44,9.76,0.00,0.00,7.32,7.32,0.00,14.63,0.00,12.20,2.44,0.00,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00
" doctor would like you to assess  without showing daily use how to put america's  children onnnuddudcnicotine therapies ( success rate in adults and nicotine in any form)nnuddudconce blackboxed zyban suicides (label change)nn",33,89.96,72.77,16.48,99.00,33.00,36.36,66.67,27.27,3.03,3.03,0.00,0.00,3.03,0.00,0.00,0.00,0.00,15.15,3.03,3.03,6.06,3.03,9.09,3.03,0.00,3.03,0.00,3.03,6.06,6.06,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,9.09,3.03,3.03,0.00,3.03,3.03,3.03,0.00,0.00,6.06,0.00,6.06,0.00,0.00,9.09,0.00,3.03,6.06,3.03,0.00,0.00,3.03,0.00,15.15,6.06,6.06,3.03,6.06,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,12.12,0.00
